,langname,glottocode,word,count,id,year,simple_elaboration,regression_elaboration,dictsize_data,countryname,bila_language_name_mapping,response_mean,response_std,dictionary_count_mean
28,Arabic,stan1318,gratitude,4.0,mdp.39015043036436,1999.0,5.503804504863987e-05,-1.262454966390398,72677.0,Egypt,Arabic,3.787207872078721,1.7092140049209041,10.594314868804664
29,Arabic,stan1318,hope,15.0,mdp.39015043036436,1999.0,0.0002063926689323,1.859209841052315,72677.0,Egypt,Arabic,3.7758620689655173,1.7833338929656193,10.594314868804664
30,Arabic,stan1318,loneliness,6.0,mdp.39015043036436,1999.0,8.25570675729598e-05,1.284147389296647,72677.0,Egypt,Arabic,3.6862745098039214,2.14094935495981,10.594314868804664
31,Arabic,stan1318,love,134.0,mdp.39015043036436,1999.0,0.0018437745091294,3.972934921422914,72677.0,Egypt,Arabic,3.3551171393341552,2.1290832270007676,10.594314868804664
32,Arabic,stan1318,pleasure,43.0,mdp.39015043036436,1999.0,0.0005916589842728,-0.8077420021127208,72677.0,Egypt,Arabic,3.78992628992629,1.7320782885055093,10.594314868804664
33,Arabic,stan1318,regret,15.0,mdp.39015043036436,1999.0,0.0002063926689323,-0.3196464479457065,72677.0,Egypt,Arabic,2.710591133004926,2.1292945047273513,10.594314868804664
34,Arabic,stan1318,relief,42.0,mdp.39015043036436,1999.0,0.0005778994730107,6.266346975030226,72677.0,Egypt,Arabic,2.904176904176904,1.6377037439421884,10.594314868804664
35,Arabic,stan1318,sadness,11.0,mdp.39015043036436,1999.0,0.0001513546238837,1.1396796424213331,72677.0,Egypt,Arabic,4.047970479704797,1.806232079288437,10.594314868804664
36,Arabic,stan1318,admiration,4.0,mdp.39015043036436,1999.0,5.503804504863987e-05,-1.2831893972974948,72677.0,Jordan,Arabic,3.1082251082251084,1.9652352135961082,10.594314868804664
37,Arabic,stan1318,anger,49.0,mdp.39015043036436,1999.0,0.0006742160518458,-0.0522233175751321,72677.0,Jordan,Arabic,3.5344827586206895,1.9246904939592087,10.594314868804664
38,Arabic,stan1318,anxiety,22.0,mdp.39015043036436,1999.0,0.0003027092477675,1.10833300610831,72677.0,Jordan,Arabic,3.6331877729257642,1.9230683780137692,10.594314868804664
39,Arabic,stan1318,boredom,5.0,mdp.39015043036436,1999.0,6.879755631079983e-05,1.2881247795097617,72677.0,Jordan,Arabic,4.3464912280701755,1.8172293295140443,10.594314868804664
40,Arabic,stan1318,compassion,20.0,mdp.39015043036436,1999.0,0.0002751902252431,2.51272189538305,72677.0,Jordan,Arabic,4.359307359307359,1.7184136885859345,10.594314868804664
41,Arabic,stan1318,confusion,32.0,mdp.39015043036436,1999.0,0.0004403043603891,1.0648251815734058,72677.0,Jordan,Arabic,2.834061135371179,1.9282006009877657,10.594314868804664
42,Arabic,stan1318,determination,20.0,mdp.39015043036436,1999.0,0.0002751902252431,3.539640882018792,72677.0,Jordan,Arabic,3.754385964912281,1.8468279914790433,10.594314868804664
43,Arabic,stan1318,disgust,28.0,mdp.39015043036436,1999.0,0.0003852663153404,4.333984887677935,72677.0,Jordan,Arabic,2.643776824034335,2.202500025827674,10.594314868804664
44,Arabic,stan1318,fear,57.0,mdp.39015043036436,1999.0,0.0007842921419431,-1.0504244611150506,72677.0,Jordan,Arabic,2.711206896551724,2.0125696590014424,10.594314868804664
45,Arabic,stan1318,frustration,16.0,mdp.39015043036436,1999.0,0.0002201521801945,6.448570702087284,72677.0,Jordan,Arabic,3.1163793103448274,2.0763122472647306,10.594314868804664
46,Arabic,stan1318,gratitude,4.0,mdp.39015043036436,1999.0,5.503804504863987e-05,-1.262454966390398,72677.0,Jordan,Arabic,3.9783549783549783,1.75807673435413,10.594314868804664
47,Arabic,stan1318,hope,15.0,mdp.39015043036436,1999.0,0.0002063926689323,1.859209841052315,72677.0,Jordan,Arabic,4.394849785407725,1.7710237392810224,10.594314868804664
